Column1,fromLine,toLine,valid,url,acronym,title,loctime,tdtitle,volname,editors,submittedBy,published,year,pubDate,number,urn,archive,desc,h1,volume_number,ceurpubdate,voltitle,homepage,h3,colocated,vol_number
2932,10255,10273,1,http://ceur-ws.org/Vol-2933/,ISGT 2021,Proceedings of the Information Systems and Grid Technologies,"ONLINE, May 28 – 29, 2021","Proceedings of the Information Systems and Grid Technologies (ISGT 2021) ONLINE, May 28 – 29, 2021.",Information Systems and Grid Technologies 2021,"Vladimir Dimitrov, Vasil Georgiev",Vladimir Dimitrov,2021/8/19,2021,2021/8/19 0:00,2933,urn:nbn:de:0074-2933-9,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-2933.zip,?,ISGT 2021 Information Systems and Grid Technologies,Vol-2933,2021/8/19,Information Systems and Grid Technologies,http://isgt.fmi.uni-sofia.bg,Proceedings of the Information Systems and Grid Technologies,,
2933,10232,10253,1,http://ceur-ws.org/Vol-2934/,GHItaly21,Joint Proceedings of 4th Workshop on Games-Human Interaction (GHItaly21) & 1st Workshop on Multi-party Interaction in eXtended Reality (MIXR),"Bolzano (Italy), July 12, 2021","Joint Proceedings of 4th Workshop on Games-Human Interaction (GHItaly21) & 1st Workshop on Multi-party Interaction in eXtended Reality (MIXR) in conjunction with CHITALY 2021 - Biannual Conference of the Italian SIGCHI Chapter, Bolzano (Italy), July 12, 2021.",Games-Human Interaction and Multi-party Interaction in eXtended Reality 2021,"Maria De Marsico, Davide Gadia, Laura Anna Ripamonti, Dario Maggiorini, Ilaria Mariani, Maurizio Mancini, Giovanna Varni, David Murphy, Fabio Pellacini, Laura Maye, Patrick O'Toole",Davide Gadia,2021/8/19,2021,2021/8/19 0:00,2934,urn:nbn:de:0074-2934-3,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-2934.zip,?,GHItaly21 & MIXR Games-Human Interaction (GHItaly21) and Multi-party Interaction in eXtended Reality (MIXR),Vol-2934,2021/8/19,Games-Human Interaction (GHItaly21) and Multi-party Interaction in eXtended Reality (MIXR),http://ghi.di.unimi.it/,Joint Proceedings of 4th Workshop on Games-Human Interaction (GHItaly21) & 1st Workshop on Multi-party Interaction in eXtended Reality (MIXR) in conjunction with CHITALY 2021 - Biannual Conference of the Italian SIGCHI Chapter,CHITALY 2021,
2934,10209,10230,1,http://ceur-ws.org/Vol-2935/,LaCATODA 2021,Proceedings of the 7th Linguistic and Cognitive Approaches To Dialog Agents Workshop - LaCATODA 2021,"Montreal, Canada, August 21, 2021","Proceedings of the 7th Linguistic and Cognitive Approaches To Dialog Agents Workshop - LaCATODA 2021,Montreal, Canada, August 21, 2021.",The 7th Linguistic and Cognitive Approaches To Dialog Agents Workshop - LaCATODA 2021,"Rafal Rzepka, Jordi Vallverdu, Andre Wlodarczyk, Michal Ptaszynski, Pawel Dybala",Rafal Rzepka,2021/8/20,2021,2021/8/20 0:00,2935,urn:nbn:de:0074-2935-6,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-2935.zip,?,LaCATODA 2021 The 7th Linguistic and Cognitive Approaches To Dialog Agents Workshop - LaCATODA 2021,Vol-2935,2021/8/20,The 7th Linguistic and Cognitive Approaches To Dialog Agents Workshop - LaCATODA 2021,http://arakilab.media.eng.hokudai.ac.jp/IJCAI2021/,Proceedings of the 7th Linguistic and Cognitive Approaches To Dialog Agents Workshop - LaCATODA 2021 co-located with 30th International Joint Conference on Artificial Intelligence (IJCAI 2021),IJCAI 2021,
2935,10176,10206,1,http://ceur-ws.org/Vol-2936/,CLEF-WN 2021,Proceedings of the Working Notes of CLEF 2021 - Conference and Labs of the Evaluation Forum,"Bucharest, Romania, September 21st to 24th, 2021","Proceedings of the Working Notes of CLEF 2021 - Conference and Labs of the Evaluation Forum (CLEF-WN 2021),Bucharest, Romania, September 21st to 24th, 2021.",CLEF 2021 Working Notes,"Guglielmo Faggioli, Nicola Ferro, Alexis Joly, Maria Maistro, Florina Piroi",Nicola Ferro,2021/8/20,2021,2021/8/20 0:00,2936,urn:nbn:de:0074-2936-0,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-2936.zip,?,CLEF-WN 2021CLEF 2021 Working Notes,Vol-2936,2021/8/20,CLEF 2021 Working Notes,http://clef2021.clef-initiative.eu/,Proceedings of the Working Notes of CLEF 2021 - Conference and Labs of the Evaluation Forum,,
2936,10153,10173,1,http://ceur-ws.org/Vol-2937/,CMNA 2021,Proceedings of the 21st Workshop on Computational Models of Natural Argument,"Online, September 2-3, 2021","Proceedings of the 21st Workshop on Computational Models of Natural Argument (CMNA 2021),Online, September 2-3, 2021.",Computational Models of Natural Argument 2021,"Floriana Grasso, Nancy L. Green, Jodi Schneider, Simon Wells",Floriana Grasso,2021/8/30,2021,2021/8/30 0:00,2937,urn:nbn:de:0074-2937-4,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-2937.zip,?,CMNA 2021 Computational Models of Natural Argument 2021,Vol-2937,2021/8/30,Computational Models of Natural Argument 2021,http://www.cmna.info/CMNA21,Proceedings of the 21st Workshop on Computational Models of Natural Argument,,
2937,10132,10149,1,http://ceur-ws.org/Vol-2938/,PROBLEMS 2021,Proceedings of the International Workshop on BPM Problems to Solve Before We Die (PROBLEMS 2021),"Rome, Italy, September 6-10, 2021","Proceedings of the International Workshop on BPM Problems to Solve Before We Die (PROBLEMS 2021),Rome, Italy, September 6-10, 2021.",BPM Problems to Solve Before We Die 2021,"Iris Beerepoot, Claudio Di Ciccio, Andrea Marrella, Hajo A. Reijers, Stefanie Rinderle-Ma, Barbara Weber",Claudio Di Ciccio,2021/9/3,2021,2021/9/3 0:00,2938,urn:nbn:de:0074-2938-7,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-2938.zip,?,PROBLEMS 2021 BPM Problems to Solve Before We Die 2021,Vol-2938,2021/9/3,BPM Problems to Solve Before We Die 2021,https://sites.google.com/view/bpm-problems/,Proceedings of the International Workshop on BPM Problems to Solve Before We Die (PROBLEMS 2021) co-located with the 19th International Conference on Business Process Management (BPM 2021),BPM 2021,
2938,10112,10129,1,http://ceur-ws.org/Vol-2939/,Sem4Tra 2021,Proceedings of the 3rd International Workshop Semantics And The Web For Transport,"Online, September 6, 2021","Proceedings of the 3rd International Workshop Semantics And The Web For Transport (Sem4Tra 2021),Online, September 6, 2021.",Semantics And The Web For Transport 2021,"David Chaves-Fraga, Pieter Colpaert, Mersedeh Sadeghi, Mario Scrocca, Marco Comerio",David Chaves-Fraga,2021/9/3,2021,2021/9/3 0:00,2939,urn:nbn:de:0074-2939-4,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-2939.zip,?,Sem4Tra 2021 Semantics And The Web For Transport 2021,Vol-2939,2021/9/3,Semantics And The Web For Transport 2021,http://sem4tra2021.linkeddata.es,Proceedings of the 3rd International Workshop Semantics And The Web For Transport co-located with Semantics Conference (SEMANTiCS 2021),SEMANTiCS 2021,
2939,10088,10108,1,http://ceur-ws.org/Vol-2940/,ITASEC 2021,Proceedings of the Italian Conference on Cybersecurity (ITASEC 2021),"All Digital Event, April 7-9, 2021","Proceedings of the Italian Conference on Cybersecurity (ITASEC 2021),All Digital Event, April 7-9, 2021.",Italian Conference on Cybersecurity 2021,"Alessandro Armando, Michele Colajanni",Alessandro Armando,2021/9/3,2021,2021/9/3 0:00,2940,urn:nbn:de:0074-2940-2,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-2940.zip,?,ITASEC 2021 Italian Conference on Cybersecurity 2021,Vol-2940,2021/9/3,Italian Conference on Cybersecurity 2021,https://itasec.it,Proceedings of the Italian Conference on Cybersecurity (ITASEC 2021),,
2940,10065,10086,1,http://ceur-ws.org/Vol-2941/,SemanticsP&Ds 2021,Joint Proceedings of the Semantics co-located events: Poster&Demo track and Workshop on Ontology-Driven Conceptual Modelling of Digital Twins,"Amsterdam and Online, September 6-9, 2021","Joint Proceedings of the Semantics co-located events: Poster&Demo track and Workshop on Ontology-Driven Conceptual Modelling of Digital Twins (SemanticsP&Ds 2021), Amsterdam and Online, September 6-9, 2021.",Semantics Compound Volume 2021,"Ilaria Tiddi, Maria Maleshkova, Tassilo Pellegrini, Victor de Boer",Ilaria Tiddi,2021/9/5,2021,2021/9/5 0:00,2941,urn:nbn:de:0074-2941-5,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-2941.zip,?,SemanticsP&Ds 2021 Semantics Compound Volume 2021,Vol-2941,2021/9/5,Semantics Compound Volume 2021,https://2021-eu.semantics.cc/,Joint Proceedings of the Semantics co-located events: Poster&Demo track and Workshop on Ontology-Driven Conceptual Modelling of Digital Twins co-located with Semantics 2021,Semantics 2021,
2941,10046,10063,1,http://ceur-ws.org/Vol-2942/,AIofAI 2021,Proceedings of the 1st Workshop on Adverse Impacts and Collateral Effects of Artificial Intelligence Technologies - AIofAI 2021,"Montréal, Canada, August 19, 2021","Proceedings of the 1st Workshop on Adverse Impacts and Collateral Effects of Artificial Intelligence Technologies (AIofAI 2021),Montréal, Canada, August 19, 2021.",Adverse Impacts and Collateral Effects of Artificial Intelligence Technologies 2021,"Esma Aïmeur, Nicolás E. Díaz Ferreyra, Hicham Hage",Nicolás E. Díaz Ferreyra,2021/9/7,2021,2021/9/7 0:00,2942,urn:nbn:de:0074-2942-9,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-2942.zip,?,AIofAI 2021 Adverse Impacts and Collateral Effects of Artificial Intelligence Technologies 2021,Vol-2942,2021/9/7,Adverse Impacts and Collateral Effects of Artificial Intelligence Technologies 2021,https://sites.google.com/view/aiofai2021/home,Proceedings of the 1st Workshop on Adverse Impacts and Collateral Effects of Artificial Intelligence Technologies - AIofAI 2021 co-located with 30th International Conference on Artificial Intelligence (IJCAI 2021),IJCAI 2021,
2942,10024,10044,1,http://ceur-ws.org/Vol-2943/,IberLEF 2021,Proceedings of the Iberian Languages Evaluation Forum (IberLEF 2021),XXXVII International Conference of the Spanish Society for Natural Language Processing,"Proceedings of the Iberian Languages Evaluation Forum (IberLEF 2021) Málaga, Spain, September, 2021.",Iberian Languages Evaluation Forum 2021,"Manuel Montes, Paolo Rosso, Julio Gonzalo, Mario Ezra Aragón, Rodrigo Agerri, Miguel Ángel Álvarez-Carmona, Elena Álvarez Mellado, Jorge Carrillo-de-Albornoz, Luis Chiruzzo, Larissa Freitas, Helena Gómez Adorno, Yoan Gutiérrez, Salud María Jiménez Zafra, Salvador Lima, Flor Miriam Plaza-de-Arco, Mariona Taulé",Manuel Montes,2021/9/12,2021,2021/9/12 0:00,2943,urn:nbn:de:0074-2943-3,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-2943.zip,?,IberLEF 2021 Iberian Languages Evaluation Forum 2021,Vol-2943,2021/9/12,Iberian Languages Evaluation Forum 2021,https://sites.google.com/view/iberlef2021/home,Proceedings of the Iberian Languages Evaluation Forum (IberLEF 2021) co-located with the Conference of the Spanish Society for Natural Language Processing (SEPLN 2021),SEPLN 2021,
2943,10005,10021,1,http://ceur-ws.org/Vol-2944/,CTTS 2021,Proceedings of the First Workshop on Current Trends in Text Simplification (CTTS 2021),"Online (initially located in Málaga, Spain), September 21st, 2021","Proceedings of the First Workshop on Current Trends in Text Simplification (CTTS 2021) co-located with the 37th Conference of the Spanish Society for Natural Language Processing (SEPLN2021) Online (initially located in Málaga, Spain), September 21st, 2021.",Current Trends in Text Simplification 2021,"Horacio Saggion, Sanja Štajner, Daniel Ferrés, Kim Cheng Sheang",Kim Cheng Sheang,2021/9/16,2021,2021/9/16 0:00,2944,urn:nbn:de:0074-2944-6,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-2944.zip,?,CTTS 2021 Current Trends in Text Simplification,Vol-2944,2021/9/16,Current Trends in Text Simplification,https://www.taln.upf.edu/pages/cttsr2021-ws,Proceedings of the First Workshop on Current Trends in Text Simplification (CTTS 2021) co-located with the 37th Conference of the Spanish Society for Natural Language Processing (SEPLN2021),the 37th Conference of the Spanish Society for Natural Language Processing (SEPLN2021),
2944,9982,10002,1,http://ceur-ws.org/Vol-2945/,ConfWS 2021,Proceedings of the 23rd International Configuration Workshop (CWS/ConfWS 2021),"Vienna, Austria, 16-17 September, 2021","Proceedings of the 23rd International Configuration Workshop (CWS/ConfWS 2021),Vienna, Austria, 16-17 September, 2021.",Configuration Workshop 2021,"Michel Aldanondo, Andreas Falkner, Alexander Felfernig, Martin Stettinger",Martin Stettinger,2021/9/17,2021,2021/9/17 0:00,2945,urn:nbn:de:0074-2945-0,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-2945.zip,?,ConfWS 2021 Configuration Workshop 2021,Vol-2945,2021/9/17,Configuration Workshop 2021,https://confws21.ist.tugraz.at/,Proceedings of the 23rd International Configuration Workshop (CWS/ConfWS 2021),,
2945,9958,9980,1,http://ceur-ws.org/Vol-2946/,ITTMM 2021,Proceedings of the Workshop on information technology and scientific computing in the framework of the XI International Conference Information and Telecommunication Technologies and Mathematical Modeling of High-Tech Systems,"Moscow, Russian, April 19th to 23rd, 2021","Proceedings of the Workshop on information technology and scientific computing in the framework of the XI International Conference Information and Telecommunication Technologies and Mathematical Modeling of High-Tech Systems (ITTMM 2021),Moscow, Russian, April 19th to 23rd, 2021.",Information and Telecommunication Technologies and Mathematical Modeling of High-Tech Systems 2021,"Dmitry S. Kulyabov, Konstantin E. Samouylov, Leonid A. Sevastianov",Dmitry S. Kulyabov,2021/9/19,2021,2021/9/19 0:00,2946,urn:nbn:de:0074-2946-4,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-2946.zip,?,ITTMM 2021Information and Telecommunication Technologies and Mathematical Modeling of High-Tech Systems 2021 (ITTMM-2021),Vol-2946,2021/9/19,Information and Telecommunication Technologies and Mathematical Modeling of High-Tech Systems 2021 (ITTMM-2021),https://events.rudn.ru/e/conference/ittmm/2021,Proceedings of the Workshop on information technology and scientific computing in the framework of the XI International Conference Information and Telecommunication Technologies and Mathematical Modeling of High-Tech Systems,,
2946,9934,9956,1,http://ceur-ws.org/Vol-2947/,IIR 2021,Proceedings of the 11th Italian Information Retrieval Workshop 2021,"Bari, Italy, September 13-15, 2021","Proceedings of the 8th Joint Workshop on Interfaces and Human Decision Making for Recommender Systems (IntRS 2021),Online Event, September 25 and September 29, 2021.",11th Italian Information Retrieval Workshop 2021,"Vito Walter Anelli, Tommaso Di Noia, Nicola Ferro, Fedelucio Narducci",Fedelucio Narducci,2021/9/19,2021,2021/9/19 0:00,2947,urn:nbn:de:0074-2947-7,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-2947.zip,?,IIR 2021 11th Italian Information Retrieval Workshop 2021,Vol-2947,2021/9/19,11th Italian Information Retrieval Workshop 2021,https://sisinflab.github.io/iir2021/,Proceedings of the 11th Italian Information Retrieval Workshop 2021,,
2947,9904,9931,1,http://ceur-ws.org/Vol-2948/,IntRS 2021,Proceedings of the 8th Joint Workshop on Interfaces and Human Decision Making for Recommender Systems,"Online Event, September 25 and September 29, 2021","Proceedings of the 8th Joint Workshop on Interfaces and Human Decision Making for Recommender Systems (IntRS 2021),Online Event, September 25 and September 29, 2021.",Interfaces and Human Decision Making for Recommender Systems 2021,"Peter Brusilovsky, Marco de Gemmis, Alexander Felfernig, Elisabeth Lex, Pasquale Lops, Giovanni Semeraro, Martijn C. Willemsen",Marco de Gemmis,2021/9/20,2021,2021/9/20 0:00,2948,urn:nbn:de:0074-2948-1,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-2948.zip,?,IntRS 2021 Interfaces and Human Decision Making for Recommender Systems 2021,Vol-2948,2021/9/20,Interfaces and Human Decision Making for Recommender Systems 2021,https://intrs2021.wordpress.com,Proceedings of the 8th Joint Workshop on Interfaces and Human Decision Making for Recommender Systems co-located with 15th ACM Conference on Recommender Systems (RecSys 2021),RecSys 2021,
2948,9881,9902,1,http://ceur-ws.org/Vol-2949/,SWODCH 2021,Proceedings of the International Joint Workshop on Semantic Web and Ontology Design for Cultural Heritage,"Bozen-Bolzano, Italy, September 20-21, 2021","Proceedings of the International Joint Workshop on Semantic Web and Ontology Design for Cultural Heritage (SWODCH 2021),Bozen-Bolzano, Italy, September 20-21, 2021.",Semantic Web and Ontology Design for Cultural Heritage 2021,"Antonis Bikakis, Roberta Ferrario, Stéphane Jean, Béatrice Markhoff, Alessandro Mosca, Marianna Nicolosi Asmundo",Stéphane Jean,2021/9/21,2021,2021/9/21 0:00,2949,urn:nbn:de:0074-2949-8,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-2949.zip,?,SWODCH 2021 Semantic Web and Ontology Design for Cultural Heritage 2021,Vol-2949,2021/9/21,Semantic Web and Ontology Design for Cultural Heritage 2021,http://swodch2021.inf.unibz.it/,Proceedings of the International Joint Workshop on Semantic Web and Ontology Design for Cultural Heritage co-located with the Bolzano Summer of Knowledge 2021 (BOSK 2021),BOSK 2021,
