Column1,vol_url,vol_number,volname,acronym,coloc_conf,ceur_long_title,voltitle,h1,tdtitle,title,loctime,workshop,workshopLabel,ref_url,ShortName,countryLabel,cityLabel,StartTime,EndTime,ProceedingsTitle,Vol_Number.1,Year,dblp_url
2820,http://ceur-ws.org/Vol-2738/,2738,"Lernen, Wissen, Daten, Analysen 2020",LWDA 2020,proceedings of conference,"Proceedings of the Conference ""Lernen, Wissen, Daten, Analysen""","Lernen, Wissen, Daten, Analysen 2020","LWDA 2020 Lernen, Wissen, Daten, Analysen 2020","Proceedings of the Conference ""Lernen, Wissen, Daten, Analysen"" (LWDA 2020) Online, September 9-11, 2020.","Proceedings of the Conference ""Lernen, Wissen, Daten, Analysen""","Online, September 9-11, 2020",,,,,,,,,"Proceedings of the Conference ""Lernen, Wissen, Daten, Analysen"", Online, September 9-11, 2020.",2738,2020,https://dblp.org/db/conf/lwa/lwda2020.html
2821,http://ceur-ws.org/Vol-2739/,2739,"Security, Artificial Intelligence and Modeling for the Next Generation Internet of Things 2020",SAM IoT 2020,proceedings of conference,"Proceedings of the 1st Eclipse Research International Conference on Security, Artificial Intelligence and Modeling for the next generation Internet of Things","Security, Artificial Intelligence and Modeling for the next generation Internet of Things","SAM IoT 2020Security, Artificial Intelligence and Modeling for the next generation Internet of Things","Proceedings of the 1st Eclipse Research International Conference on Security, Artificial Intelligence and Modeling for the next generation Internet of Things (SAM IoT 2020), Online, September 17th to 18th, 2020.","Proceedings of the 1st Eclipse Research International Conference on Security, Artificial Intelligence and Modeling for the next generation Internet of Things","Online , September 17th to 18th, 2020",,,,,,,,,"Proceedings of the 1st Eclipse Research International Conference on Security, Artificial Intelligence and Modeling for the next generation Internet of Things, Virtual Event, September 17th - to - 18th, 2020.",2739,2020,https://dblp.org/db/conf/sam-iot/sam-iot2020.html
2822,http://ceur-ws.org/Vol-2740/,2740,"ICT in Education, Research and Industrial Applications. Integration, Harmonization and Knowledge Transfer",ICTERI 2020,proceedings of conference,"Proceedings of the 16th International Conference on ICT in Education, Research and Industrial Applications. Integration, Harmonization and Knowledge Transfer. Volume I: Main Conference","ICT in Education, Research and Industrial Applications. Integration, Harmonization and Knowledge Transfer","ICTERI 2020 ICT in Education, Research and Industrial Applications. Integration, Harmonization and Knowledge Transfer","Proceedings of the 16th International Conference on ICT in Education, Research and Industrial Applications. Integration, Harmonization and Knowledge Transfer. Volume I: Main Conference (ICTERI 2020),Kharkiv, Ukraine, October 06-10, 2020.","Proceedings of the 16th International Conference on ICT in Education, Research and Industrial Applications. Integration, Harmonization and Knowledge Transfer. Volume I: Main Conference","Kharkiv, Ukraine, October 06-10, 2020",,,,,,,,,"Proceedings of the 16th International Conference on ICT in Education, Research and Industrial Applications. Integration, Harmonization and Knowledge Transfer. Volume I: Main Conference, Kharkiv, Ukraine, October 06-10, 2020.",2740,2020,https://dblp.org/db/conf/icteri/icteri2020.html
2823,http://ceur-ws.org/Vol-2741/,2741,"Bridging the Gap between Information Science, Information Retrieval and Data Science",BIRDS 2020,SIGIR 2020,"Proceedings of the First Workshop on Bridging the Gap between Information Science, Information Retrieval and Data Science (BIRDS 2020) co-located with 43rd International ACM SIGIR Conference on Research and Development in Information Retrieval (SIGIR 2020)","Bridging the Gap between Information Science, Information Retrieval and Data Science","BIRDS 2020 Bridging the Gap between Information Science, Information Retrieval and Data Science","Proceedings of the First Workshop on Bridging the Gap between Information Science, Information Retrieval and Data Science (BIRDS 2020),Xi'an, China (online only), July 30th, 2020.","Proceedings of the First Workshop on Bridging the Gap between Information Science, Information Retrieval and Data Science (BIRDS 2020)","Xi'an, China (online only), July 30th, 2020",,,,,,,,,"Proceedings of the First Workshop on Bridging the Gap between Information Science, Information Retrieval and Data Science (BIRDS 2020) co-located with 43rd International ACM SIGIR Conference on Research and Development in Information Retrieval (SIGIR 2020), Xi'an, China (online only), July 30th, - 2020.",2741,2020,https://dblp.org/db/conf/sigir/birds2020.html
2824,http://ceur-ws.org/Vol-2742/,2742,Italian Workshop on Explainable Artificial Intelligence 2020,XAI.it 2020,AIxIA 2020,Proceedings of the Italian Workshop on Explainable Artificial Intelligence co-located with 19th International Conference of the Italian Association for Artificial Intelligence(AIxIA 2020),Italian Workshop on Explainable Artificial Intelligence 2020,XAI.it 2020 Italian Workshop on Explainable Artificial Intelligence 2020,"Proceedings of the Italian Workshop on Explainable Artificial Intelligence (XAI.it 2020),Online Event, November 25-26, 2020.",Proceedings of the Italian Workshop on Explainable Artificial Intelligence,"Online Event, November 25-26, 2020",,,,,,,,,"Proceedings of the Italian Workshop on Explainable Artificial Intelligence co-located with 19th International Conference of the Italian Association for Artificial Intelligence, XAI.it@AIxIA 2020, Online Event, November 25-26, 2020.",2742,2020,https://dblp.org/db/conf/aiia/xaiit2020.html
2825,http://ceur-ws.org/Vol-2743/,2743,Information Systems for the Radiation Biology Tasks 2020,ISRB 2020,,Proceedings of the Workshop on Information Systems for the Radiation Biology Tasks,Information Systems for the Radiation Biology Tasks,ISRB 2020 Information Systems for the Radiation Biology Tasks,"Proceedings of the Workshop on Information Systems for the Radiation Biology Tasks (ISRB 2020),Dubna, Russia, June 18, 2020.",Proceedings of the Workshop on Information Systems for the Radiation Biology Tasks,"Dubna, Russia, June 18, 2020",http://www.wikidata.org/entity/Q113582074,Workshop on Information Systems for the Radiation Biology Tasks,http://ceur-ws.org/Vol-2743/,ISRB 2020,Russia,Dubna,2020/6/18 2:00,2020/6/18 2:00,,,,
2826,http://ceur-ws.org/Vol-2744/,2744,Computer Graphics and Machine Vision 2020,GraphiCon 2020,proceedings of conference,Proceedings of the 30th International Conference on Computer Graphics and Machine Vision,Computer Graphics and Machine Vision,GraphiCon 2020 Computer Graphics and Machine Vision,"Proceedings of the 30th International Conference on Computer Graphics and Machine Vision (GraphiCon 2020), Saint Petersburg, Russia, September 22-25, 2020.",Proceedings of the 30th International Conference on Computer Graphics and Machine Vision,"Saint Petersburg, Russia, September 22-25, 2020",,,,,,,,,,,,
2827,http://ceur-ws.org/Vol-2745/,2745,Planning and Scheduling and Experimental Evaluation of Algorithms for Solving Problems with Combinatorial Explosion 2020,IPS-RCRA 2020,AIxIA 2020,Joint Proceedings of the 8th Italian Workshop on Planning and Scheduling and the 27th International Workshop on Experimental Evaluation of Algorithms for Solving Problems with Combinatorial Explosion co-located with AIxIA 2020,Italian Workshop on Planning and Scheduling and International Workshop on Experimental Evaluation of Algorithms for Solving Problems with Combinatorial Explosion,IPS-RCRA 2020 Italian Workshop on Planning and Scheduling and International Workshop on Experimental Evaluation of Algorithms for Solving Problems with Combinatorial Explosion,"Joint Proceedings of the 8th Italian Workshop on Planning and Scheduling and the 27th International Workshop on Experimental Evaluation of Algorithms for Solving Problems with Combinatorial Explosion (IPS-RCRA 2020), Online Event, November 25-27, 2020.",Joint Proceedings of the 8th Italian Workshop on Planning and Scheduling and the 27th International Workshop on Experimental Evaluation of Algorithms for Solving Problems with Combinatorial Explosion,"Online Event, November 25-27, 2020",,,,,,,,,"Joint Proceedings of the 8th Italian Workshop on Planning and Scheduling and the 27th International Workshop on Experimental Evaluation of Algorithms for Solving Problems with Combinatorial Explosion co-located with AIxIA 2020, Online Event, November 25-27, 2020.",2745,2020,https://dblp.org/db/conf/aiia/ips2020.html
2828,http://ceur-ws.org/Vol-2746/,2746,Cybersecurity Providing in Information and Telecommunication Systems 2020,CPITS 2020,CPITS 2020,Proceedings of the Selected Papers on Cybersecurity Providing in Information and Telecommunication Systems (CPITS 2020),Cybersecurity Providing in Information and Telecommunication Systems 2020,CPITS 2020 Cybersecurity Providing in Information and Telecommunication Systems 2020,"Proceedings of the Selected Papers on Cybersecurity Providing in Information and Telecommunication Systems (CPITS 2020),Kyiv, Ukraine, July 7, 2020 (online).",Proceedings of the Selected Papers on Cybersecurity Providing in Information and Telecommunication Systems (CPITS 2020),"Kyiv, Ukraine, July 7, 2020 (online)",,,,,,,,,"Proceedings of the Selected Papers on Cybersecurity Providing in Information and Telecommunication Systems (CPITS 2020), Kyiv, Ukraine, July 7, 2020 (online).",2746,2020,https://dblp.org/db/conf/cpits/cpits2020.html
2829,http://ceur-ws.org/Vol-2747/,2747,Computer Human Interaction 2020,HCI 2020,proceedings of conference,Proceedings of the VI Iberoamerican Conference of Computer Human Interaction,VI Iberoamerican Conference of Computer Human Interaction,HCI 2020 VI Iberoamerican Conference of Computer Human Interaction,"Proceedings of the VI Iberoamerican Conference of Computer Human Interaction (HCI 2020),Arequipa, Perú, September 16-18, 2020.",Proceedings of the VI Iberoamerican Conference of Computer Human Interaction,"Arequipa, Perú, September 16-18, 2020",,,,,,,,,,,,
2830,http://ceur-ws.org/Vol-2748/,2748,Informatics and Applied Mathematics 2020,IAM-2020,proceedings of conference,Proceedings of the third Conference on Informatics and Applied Mathematics,Informatics and Applied Mathematics 2020,IAM-2020 Informatics and Applied Mathematics 2020,"Proceedings of the third Conference on Informatics and Applied Mathematics (IAM-2020),Guelma, Algeria, Online, October 21-22, 2020.",Proceedings of the third Conference on Informatics and Applied Mathematics,"Guelma, Algeria, Online, October 21-22, 2020",,,,,,,,,,,,
2831,http://ceur-ws.org/Vol-2749/,2749,Practice of Enterprise Modelling Workshops 2020,PoEM-WS 2020,PoEM 2020,Proceedings of the workshops co-organized with the 13th IFIP WG 8.1 working conference on the Practice of Enterprise Modelling (PoEM 2020),Practice of Enterprise Modelling Workshops 2020,PoEM-WS 2020 Practice of Enterprise Modelling Workshops 2020,"Proceedings of the workshops co-organized with the 13th IFIP WG 8.1 working conference on the Practice of Enterprise Modelling (PoEM-WS 2020),On-line (originally located in Riga, Latvia), November 26, 2020.",Proceedings of the workshops co-organized with the 13th IFIP WG 8.1 working conference on the Practice of Enterprise Modelling,"On-line (originally located in Riga, Latvia), November 26, 2020",,,,,,,,,"Proceedings of the workshops co-organized with the 13th IFIP WG 8.1 working conference on the Practice of Enterprise Modelling (PoEM 2020), On-line (originally located in Riga, Latvia), November 26, 2020.",2749,2020,https://dblp.org/db/conf/ifip8-1/poem2020w.html
2832,http://ceur-ws.org/Vol-2750/,2750,Modèles & Analyse des Réseaux : Approches Mathématiques & Informatiques - Network Modeling and Analysis 2020,MARAMI 2020,proceedings of conference,Proceedings of MARAMI 2020 - Modèles & Analyse des Réseaux : Approches Mathématiques & Informatiques - The 11th Conference on Network Modeling and Analysis,Modèles & Analyse des Réseaux : Approches Mathématiques & Informatiques - Network Modeling and Analysis 2020,MARAMI 2020 Modèles & Analyse des Réseaux : Approches Mathématiques & Informatiques - Network Modeling and Analysis 2020,"Proceedings of MARAMI 2020 - Modèles & Analyse des Réseaux : Approches Mathématiques & Informatiques - The 11th Conference on Network Modeling and Analysis,Virtual Conference, October 14-15, 2020.",Proceedings of MARAMI 2020 - Modèles & Analyse des Réseaux : Approches Mathématiques & Informatiques - The 11th Conference on Network Modeling and Analysis,"Virtual Conference, October 14-15, 2020",,,,,,,,,"Proceedings of MARAMI 2020 - Modèles &amp; Analyse des Réseaux : Approches Mathématiques &amp; Informatiques - The 11th Conference on Network Modeling and Analysis, Virtual Conference, October 14-15, 2020.",2750,2020,https://dblp.org/db/conf/marami/marami2020.html
2833,http://ceur-ws.org/Vol-2751/,2751,Posters and Demonstrations at EKAW 2020,EKAW-PD 2020,EKAW 2020,Proceedings of the EKAW 2020 Posters and Demonstrations Session co-located with 22nd International Conference on Knowledge Engineering and Knowledge Management (EKAW 2020),Posters and Demonstrations at EKAW 2020,EKAW-PD 2020 Posters and Demonstrations at EKAW 2020,"Proceedings of the EKAW 2020 Posters and Demonstrations Session (EKAW-PD 2020),Globally online & Bozen-Bolzano, Italy, September 17, 2020.",Proceedings of the EKAW 2020 Posters and Demonstrations Session,"Globally online & Bozen-Bolzano, Italy, September 17, 2020",,,,,,,,,"Proceedings of the EKAW 2020 Posters and Demonstrations Session co-located with 22nd International Conference on Knowledge Engineering and Knowledge Management (EKAW 2020), Globally online &amp; Bozen-Bolzano, Italy, September 17, 2020.",2751,2020,https://dblp.org/db/conf/ekaw/ekaw2020pd.html
2834,http://ceur-ws.org/Vol-2752/,2752,Practical Aspects of Automated Reasoning and Satisfiability Checking and Symbolic Computation Workshop 2020,PAAR+SC-Square 2020,IJCAR 2020,"Joint Proceedings of the 7th Workshop on Practical Aspects of Automated Reasoning (PAAR) and the 5th Satisfiability Checking and Symbolic Computation Workshop (SC-Square) Workshop, 2020 co-located with the 10th International Joint Conference on Automated Reasoning (IJCAR 2020)",Practical Aspects of Automated Reasoning and Satisfiability Checking and Symbolic Computation Workshop 2020,PAAR+SC-Square 2020 Practical Aspects of Automated Reasoning and Satisfiability Checking and Symbolic Computation Workshop 2020,"Joint Proceedings of the 7th Workshop on Practical Aspects of Automated Reasoning (PAAR) and the 5th Satisfiability Checking and Symbolic Computation Workshop (SC-Square) Workshop, 2020 (PAAR+SC-Square 2020),Paris, France, June-July, 2020 (Virtual).","Joint Proceedings of the 7th Workshop on Practical Aspects of Automated Reasoning (PAAR) and the 5th Satisfiability Checking and Symbolic Computation Workshop (SC-Square) Workshop, 2020","Paris, France, June-July, 2020 (Virtual)",,,,,,,,,"Joint Proceedings of the 7th Workshop on Practical Aspects of Automated Reasoning (PAAR) and the 5th Satisfiability Checking and Symbolic Computation Workshop (SC-Square) Workshop, 2020 co-located with the 10th International Joint Conference on Automated Reasoning (IJCAR 2020), Paris, France, June-July, 2020 (Virtual).",2752,2020,https://dblp.org/db/conf/cade/paar2020.html
